Name_of_Church,Address,City,State,Zip,Phone,Pasors,Email,Web,ONA,Accessible,Fax,Latitude,Logitude,Distance,_type
Filipino American Church ,1515 Partridge Ave ,Sunnyvale ,CA,94087-3735,(510)927-8573,Iggy,,,N,N,-,37.32162,-122.0064,35.1,UccscraperItem
Congregational Church of Campbell UCC ,400 W Campbell Ave ,Campbell ,CA,95008-1932,408-378-4418,,church@campbellucc.org,http://www.campbellucc.org/,Y,Y,null,37.286978,-121.955105,36,UccscraperItem
First UCC ,1985 Louis Rd ,Palo Alto ,CA,94303-3499,650-856-6662,David Andrew Howell ,office@fccpa.org,http://www.fccpa.org,Y,Y,650-856-6664,37.444186,-122.132633,36.7,UccscraperItem
First Congregational Church ,1155 Broadway #130,Redwood City,CA,94063-3130,650-369-0344,,info@FirstChurchRWC.org,http://www.firstchurchrwc.org/,Y,Y,650-369-0492,37.485903,-122.214037,37,UccscraperItem
Kalavaria Reformed CCCSA UCC ,1336 Arroyo Ave. ,San Carlos ,CA,94070-3998,650-878-5672,Tauoa Head ,,,N,N,-,37.501973,-122.257738,37.1,UccscraperItem
Community UCC ,1336 Arroyo Ave ,San Carlos ,CA,94070-3398,650-593-7809,Rolf R. Hansen ,uccsc@uccsc.org,http://www.uccsc.org,Y,Y,null,37.5022,-122.256349,37.2,UccscraperItem
Congregational UCC ,751 Alameda De Las Pulgas ,Belmont ,CA,94002-1606,650-593-4547,Kristi L. Denham ,belmontucc@comcast.net,http://www.uccbelmont.org,Y,Y,650-593-4552,37.518167,-122.295139,37.5,UccscraperItem
First Congregational Church UCC ,1980 Hamilton Ave ,San Jose ,CA,95125-5638,408-377-7121,Joseph T. Gough III,office@firstccsj.org,http://www.firstccsj.org,Y,Y,408-377-3812,37.294392,-121.920976,37.9,UccscraperItem
College Heights UCC ,1150 W Hillsdale Blvd ,San Mateo ,CA,94403-3120,650-341-7311,,info@collegeheights.us,http://www.collegeheights.us,Y,Y,null,37.532917,-122.323272,38,UccscraperItem
Congregational Church of Almaden Valley UCC ,6581 Camden Ave ,San Jose ,CA,95120-1908,408-268-0244,,office@jointventurechurches.org,http://ccavucc.org,Y,Y,408-268-4207,37.223302,-121.856512,38.7,UccscraperItem
Congregational Church of San Mateo UCC ,225 Tilton Ave ,San Mateo ,CA,94401-2825,650-343-3694,Grace Penny Nixon ,pmasters@ccsm-ucc.org,http://www.ccsm-ucc.org,Y,Y,650-343-6436,37.568638,-122.326865,40.4,UccscraperItem
Island United Church ,1130 Balclutha Dr ,Foster City ,CA,94404-1799,650-349-3544,Carol J. Barriger ,pastor@iucfc.org,http://iucfc.org,Y,Y,650-349-3544,37.55982,-122.2638,40.7,UccscraperItem
Silicon Valley Progressive Faith Community,160 N 3rd St,San Jose,CA,95112-5542,(408)320-8032,Nicole M. Lamarche ,nicole@siliconvalleyprogressivefaith.org,http://siliconvalleyprogressivefaith.org/,Y,N,,37.339711,-121.890339,41,UccscraperItem
Epenesa Fou Congregational Church ,16120 Vineyard Blvd.,Morgan Hill,CA,95037,408-259-6980,S. Siamu ,,null,N,N,-,37.116596,-121.638648,21.5,UccscraperItem
Tafatolu Congregational UCC ,2520 Alvin Ave ,San Jose ,CA,95121-1659,408-531-0262,,,,N,N,-,37.318535,-121.825662,24,UccscraperItem
Cosmopolitan Evangelical UCC ,97 S Jackson Ave ,San Jose ,CA,95116-2507,408-272-8049,,cecucc@sbcglobal.net,,N,Y,-,37.357055,-121.841295,26.1,UccscraperItem
Filipino American Evangelical UCC ,38255 Blacow Road,Fremont,CA,94536-7113,510-487-3891,Rey Desenganio ,revdesenganio@gmail.com,http://www.faeucc.org/,N,N,-,37.5403049,-122.00776,37.3,UccscraperItem
Congregational UCC ,38255 Blacow Rd ,Fremont ,CA,94536-7113,510-793-3970,,freucc@sbcglobal.net,http://fremontucc.net,Y,Y,null,37.540896,-122.00755,37.3,UccscraperItem
Vine Moni UCC ,38255 Blacow Rd ,Fremont ,CA,94536-7113,510-798-0863,Pisa Tuitasi ,,null,N,N,-,37.540729,-122.00741,37.3,UccscraperItem
Filipino American UCC ,4587 Peralta Blvd ,Fremont ,CA,94536-5738,510-797-8408,,filamucc@sbcglobal.net,,N,Y,510-797-3459,37.550609,-122.01195,38,UccscraperItem
Niles Discovery Church,36600 Niles Blvd,Fremont,CA,94536-1632,510-797-0895,Jeff Spencer ,randy@nilesdiscoverychurch.org,http://nilesdiscoverychurch.org/,Y,Y,,37.579619,-121.989466,40,UccscraperItem
Little Brown Church ,141 Kilkare Rd ,Sunol ,CA,94586,925-862-2004,Mary Priest Conant ,pastor@littlebrownchurchofsunol.org,http://www.thelittlebrownchurchofsunol.org/,Y,N,925-862-2017,37.594809,-121.887672,41.5,UccscraperItem
Satauro O Le Fa'Aolataga ,30540 Mission Blvd ,Hayward ,CA,94544-7417,650-878-9167,To'o K. To'o,,null,N,Y,-,37.623332,-122.039504,43,UccscraperItem
Grace Community UCC ,56442 Road 200 ,North Fork ,CA,93643-9614,559-877-3944,David H. Brown ,davehb@aol.com,http://www.gccuccnf.org,N,Y,-,37.213223,-119.516124,30.5,UccscraperItem
United Church of Kanab-Fredonia UCC ,530 S 100 E ,Kanab ,UT,84741-3636,(435)899-0546,,treasurer@unitedchurchkf.org,http://www.unitedchurchkf.org,Y,Y,,37.11678,-112.30194,39.4,UccscraperItem
First Congregational UCC ,202 N Bluff Ave ,Anthony ,KS,67003-2906,620-842-5436,Rebecca New,new.rebecca60@gmail.com,,N,Y,-,37.153374,-98.03129,28,UccscraperItem
Saint John's Chapel UCC ,4344 S Fremont Ave ,Springfield ,MO,65804-7306,417-881-5175,Sue Williams,sec@stjohnschapel.org,http://www.stjohnschapel.org,N,Y,417-881-1647,37.13718,-93.27174,41.3,UccscraperItem
Saint John's UCC ,1110 N Main St ,Springfield ,MO,65802-3909,417-862-8161,,jh@stjohnsuccscottandmain.org,http://www.stjohnsuccscottandmain.org/,N,Y,,37.21992,-93.2958,41.7,UccscraperItem
Saint James UCC ,245 County Rd 366 ,Jackson ,MO,63755,573-243-7342,James K. Schultz ,,null,N,Y,null,37.334426,-89.747866,26.9,UccscraperItem
Emanuel United Church of Christ ,304 E Adams St ,Jackson ,MO,63755-2105,573-243-3323,Joseph R. Rowley ,office@euccjackson.org,http://www.euccjackson.org,N,Y,573-243-3323,37.381285,-89.665354,32.1,UccscraperItem
Evangelical UCC ,33 S Ellis St ,Cape Girardeau ,MO,63703-6201,573-335-5611,Daniel M. Johnson ,eucc-cape@sbcglobal.net,http://www.evangelicaluccofcape.org,N,Y,null,37.303722,-89.528695,33.4,UccscraperItem
Saint John's UCC ,781 State Hwy FF,Jackson ,MO,63755-8216,573-243-5633,Rodney Pensel,,null,N,Y,null,37.453431,-89.686385,35.7,UccscraperItem
Zion United Church of Christ ,1132 Country Club Rd ,Metropolis ,IL,62960-2810,618-524-2775,James D. Nelson ,zionuccmetro@frontier.com,http://www.zionuccmetropolis.org,N,Y,null,37.191104,-88.716412,20.5,UccscraperItem
Glade Church ,1600 Glade Rd ,Blacksburg ,VA,24060-1915,540-552-3394,Susan W. Verbrugge,gladechurch@gladeucc.org,http://www.gladeucc.org,Y,Y,null,37.236028,-80.44957,34.5,UccscraperItem
Tree of Life,1327 Grandin Rd SW,Roanoke,VA,24015,(540)650-8733,Ronal K. F. Nicholas ,inquiry@tlcucc.org,http://www.TLCucc.org,Y,N,,		37.2594,		-79.9797,33.8,UccscraperItem
Church of the Covenant UCC ,4415 Boonsboro Rd ,Lynchburg ,VA,24503-2301,434-384-1351,David Livingston Edwards ,office@chcov.org,http://www.chcov.org,Y,Y,434-384-1351,37.444313,-79.20824,34.6,UccscraperItem
Victory Christian UCC ,32 East Wythe Street,Petersburg ,VA,23804,804-402-9817,Rose Wright-Scott ,ghana0295@aol.com,,N,Y,,37.217049,-77.408133,36,UccscraperItem
Asian American UCC ,4310 Courthouse Rd ,Chesterfield ,VA,23832-7212,804-222-7780,Aquinaldo Jamandre ,,null,N,Y,null,37.43274,-77.582858,37.7,UccscraperItem
First Congregational Christian Church UCC ,4310 Courthouse Rd ,Chesterfield ,VA,23832-7212,804-276-5338,R. Charles Grant,1stchurch.ucc@gmail.com,http://www.1stucc.net,Y,Y,-,37.434654,-77.582628,37.8,UccscraperItem
First Congregational Christian UCC ,306 Memorial Ave ,Hopewell ,VA,23860-2545,804-458-4724,J. Bruce Catron ,j.catron@verizon.net,null,N,Y,null,37.302983,-77.295697,23.7,UccscraperItem
Saint John's UCC ,503 Stuart Cir ,Richmond ,VA,23220-3616,804-358-9291,Linda Jeanne Higgins ,office@stjohnsrichmond.org,http://www.stjohnsrichmond.org,Y,N,,37.55232,-77.45742,38.2,UccscraperItem
First Cong Christian Ch of Amer Samoa UCC ,1670 Annie St ,Daly City ,CA,94015-1919,650-678-9519,Su'esu'e Lutu ,,,N,N,-,37.686651,-122.474376,31.6,UccscraperItem
Beautiful Christian UCC ,256 Willits St,Daly City,CA,94041,650-758-2582,Jong Bang ,jong650@hotmail.com,,N,N,,37.697054,-122.455535,32.8,UccscraperItem
Pilgrim Community UCC ,400 Randolph St ,San Francisco ,CA,94132-3122,415-586-3124,Harold L. Pierre ,talk2drpierre@aol.com,,N,Y,-,37.714457,-122.465188,32.9,UccscraperItem
Faafouina Congregational Christian Church of American Samoa,337 Alta Vista Drive,South San Francisco,CA,94080,(650)461-0051,Falepouono Falepouono,,,N,N,,37.654559,-122.427649,33.2,UccscraperItem
First Filipino/American UCC ,461 Linden Ave ,San Bruno ,CA,94066-4201,650-952-7130,Gicky Soriano,ncapistranop@yahoo.com,,N,Y,650-952-4878,37.62186,-122.41206,33.4,UccscraperItem
Saint John's UCC ,480 N San Anselmo Ave ,San Bruno ,CA,94066-4414,650-588-4972,T. Champion Traylor ,,null,N,Y,null,37.623883,-122.408788,33.6,UccscraperItem
Saint John's UCC ,501 Laguna Honda Blvd ,San Francisco ,CA,94127-1017,415-731-9333,,office@sfstjohnsucc.org,http://www.sfstjohnsucc.org,Y,Y,415-731-9367,37.746969,-122.457501,34.3,UccscraperItem
Samoan Congregational Church of Jesus Christ,606 Schwerin St,Daly City,CA,94014-1616,(707)328-2934,Farao Wendt ,revfmw@yahoo.com,,N,N,,37.706293,-122.413289,35.2,UccscraperItem
La'au O Le Ola Congregational Christian Church of Samoa ,135 Macdonald Ave ,Daly City ,CA,94014-,(415)286-0204,Selulo Lago'o ,sullagoo@yahoo.com,,N,N,,37.705927,-122.409534,35.4,UccscraperItem
First Samoan Congregational UCC ,3715  26th St ,San Francisco ,CA,94110-4308,415-648-6088,Tala Faaleava,,,N,Y,-,37.748744,-122.421728,36,UccscraperItem
Community Church UCC ,8 Olive St ,Mill Valley ,CA,94941-1853,415-388-5540,Stephen Hinerman,ccmvucc@comcast.net,http://www.millvalleyucc.org/,Y,Y,,37.905236,-122.550528,37.2,UccscraperItem
Bayview Samoan CCCAS UCC ,6869 Sunkist Dr ,Oakland ,CA,94605-2664,,Atiliai Tofaeono,tofaeono@att.net,,N,N,-,37.725213,-122.381908,37.3,UccscraperItem
First Congregational Church ,1300 Polk St ,San Francisco ,CA,94109-4614,415-441-8901,David Cowell,office@sanfranciscoucc.org,http://www.sanfranciscoucc.org,Y,Y,415-441-8904,37.788761,-122.420334,37.5,UccscraperItem
Chinese Congregational UCC ,21 Walter U Lum Pl ,San Francisco ,CA,94108-1844,415-986-2578,Sebastian C. Ong ,chinesecong@juno.com,http://chinesecongsf.org/,N,N,415-986-2578,37.794575,-122.404628,38.4,UccscraperItem
Community Congregational Church ,145 Rock Hill Dr ,Tiburon ,CA,94920-1452,415-435-9108,,Tib-CCC@pacbell.net,http://ccctiburon.net/,Y,Y,415-435-4658,37.891319,-122.474589,39.4,UccscraperItem
Community UCC ,2398 Sir Francis Drake Blvd ,Fairfax ,CA,94930-1127,415-454-6085,Katherine Harts ,fairfaxucc@aol.com,http://www.fairfaxcommunitychurch.me,Y,Y,415-453-8024,37.995552,-122.594995,40.7,UccscraperItem
First Congregational UCC ,8 N San Pedro Rd ,San Rafael ,CA,94903-4007,415-479-2747,Tracy Colleen Barnowe,office@fccsanrafael.org,http://www.fccsanrafael.org,Y,Y,415-479-2749,37.993859,-122.532479,42.6,UccscraperItem
First Congregational UCC ,1912 Central Ave ,Alameda ,CA,94501-2623,510-522-6012,Laura Rose  & Test Title Testy Testerton,neil@fccalameda.org,http://www.fccalameda.org/,Y,Y,510-522-6047,37.768661,-122.252413,23,UccscraperItem
Community Church ,945 Paseo Grande ,San Lorenzo ,CA,94580-2317,510-276-4808,Annette Cook,slzucc@comcast.net,http://slzchurch.org,Y,Y,510-276-4827,37.677097,-122.133117,23.6,UccscraperItem
City of Refuge Community Church ,8400 Enterprise Way,Oakland,CA,94621,(510)633-6316,Yvette A. Flunder ,info@cityofrefugeucc.org,http://cityofrefugeucc.org/,Y,Y,(510)633-6331,37.744001,-122.194808,23.7,UccscraperItem
Sanctuary for the Arts,2273 Telegraph Ave,Oakland,CA,94612-2330,(415)246-5142,Jeff Cheifetz & Amy Shoemaker,jeff@sanctuaryforthearts.com,http://www.sanctuaryforthearts.com/,N,Y,,37.812479,-122.268851,25,UccscraperItem
First Congregational Church of Oakland UCC ,2501 Harrison St ,Oakland ,CA,94612-3899,510-444-8511,,info@firstoakland.org,http://www.firstoakland.org,Y,Y,510-444-8514,37.81298,-122.26207,25.2,UccscraperItem
First Samoan Congregational UCC in Oakland/Alameda,3105 Boston Ave.,Oakland,CA,94602,510-703-6284,Iopu Amosa,fscuccoaklandalameda@gmail.com,,N,N,,37.795959,-122.214272,25.7,UccscraperItem
United Church of Hayward ,30540 Mission Blvd ,Hayward ,CA,94544-7417,510-471-4452,,ucc.hayward@gmail.com,http://www.uchucc.org/,Y,Y,,37.63398,-122.064,25.7,UccscraperItem
Eden UCC ,21455 Birch St ,Hayward ,CA,94541-2131,510-582-9533,Arlene K. Nehring ,arlene@edenucc.com,http://www.edenucc.com,Y,Y,510-582-8235,37.681526,-122.092441,25.7,UccscraperItem
Faith Community Church UCC ,281 Santa Clara Ave,Oakland,CA,94610-2623,510-332-0617,Bladimer Paeste ,b_paeste@yahoo.com,,N,N,-,37.816707,-122.249822,25.8,UccscraperItem
Latino Ministry,424 Monte Vista Ave,Oakland,CA,94611,510-485-2270,Rhina Ramos,rhinaramos@yahoo.com,,N,N,,37.821585,-122.248514,26.1,UccscraperItem
Plymouth UCC ,424 Monte Vista Ave ,Oakland ,CA,94611-4570,510-654-5300,Marjorie Wilkes Matthews,plymouthoakland@sbcglobal.net,http://www.plymouthoakland.org,Y,Y,510-654-5301,37.821974,-122.247697,26.2,UccscraperItem
Community UCC ,1802 Fairview St ,Berkeley ,CA,94703-2414,510-652-1040,,sberkchurchucc@sbcglobal.net,http://www.sbccucc.org/,N,Y,null,37.85035,-122.271653,27.2,UccscraperItem
Skyline Community Church UCC ,12540 Skyline Blvd ,Oakland ,CA,94619-3127,510-531-8212,Laurie J. Manning ,office@skylineucc.org,http://www.skylineucc.org,Y,Y,510-531-7852,37.794741,-122.157224,27.7,UccscraperItem
Berkeley Chinese Community Church,2117 Acton St ,Berkeley ,CA,94702-1912,510-548-5259,,bccc-ucc@sbcglobal.net,http://www.bccc-ucc.org,N,Y,-,37.869907,-122.282853,28.1,UccscraperItem
First Congregational UCC ,2345 Channing Way ,Berkeley ,CA,94704-2201,510-848-3696,Molly Phinney Baskette ,INFO@fccb.org,http://www.fccb.org,Y,Y,510-848-8207,37.866612,-122.261269,28.5,UccscraperItem
Grace North Church,2138 Cedar St,Berkeley,CA,94709,510-548-2153,John Mabry,grace.community.berkeley@gmail.com,http://www.gracenorthchurch.org,Y,Y,,37.878623,-122.267395,29.1,UccscraperItem
Sycamore Congregational UCC ,1111 Navellier St ,El Cerrito ,CA,94530-2628,510-525-0727,Kevin Omi,sycamoreoffice22@gmail.com,http://www.sycamoreucc.org,N,Y,,37.91694,-122.29926,30.8,UccscraperItem
Arlington Community UCC ,52 Arlington Ave ,Kensington ,CA,94707-1038,510-526-9146,Tony Clark ,acc.staff@sbcglobal.net,http://www.acc-ucc.org,Y,Y,,37.913723,-122.281921,30.9,UccscraperItem
Community UCC ,10 Irwin Way ,Orinda ,CA,94563-2508,925-254-4906,James Brommers Bergquist ,office@orindachurch.org,http://orindachurch.org,Y,Y,925-254-1348,37.88507,-122.188901,31.6,UccscraperItem
Mira Vista UCC ,780 Ashbury Ave ,El Cerrito ,CA,94530-3259,510-526-0110,,office@miravistaucc.org,http://www.miravistaucc.org,Y,N,,37.932077,-122.30953,31.6,UccscraperItem
Danville Congregational Church,989 San Ramon Valley Blvd ,Danville ,CA,94526-4020,925-837-6944,,office@danvillechurch.org,http://www.danvillechurch.org,Y,Y,510-338-6647,37.807762,-121.990967,35.1,UccscraperItem
Hillcrest Congregational UCC ,404 Gregory Ln ,Pleasant Hill ,CA,94523-2841,925-689-8260,Fred W. Weidmann ,hillcrestucc@att.net,http://www.hillcrestucc.org,Y,Y,925-689-0252,37.947894,-122.072393,38.8,UccscraperItem
First Congregational Church UCC ,1229 Court St ,Martinez ,CA,94553-1736,925-228-0549,Kathryn M. Schreiber ,fccmtz@sbcglobal.net,http://www.fccmtz.org,Y,Y,925-228-0549,38.015601,-122.130364,40.9,UccscraperItem
United Christian Church of Livermore,1886 College Ave.,Livermore,CA,94550,(925)732-8358,Keith Wilson,uccliv@gmail.com,http://uccliv.org/,N,N,,37.667133,-121.752891,42.6,UccscraperItem
Community Congregational Church UCC ,1305 W Second St ,Benicia ,CA,94510-2719,707-745-0674,Renie Stamm-Kirk ,revrenie@cccucc.org,http://www.cccucc.org,Y,Y,707-745-0674,38.05646,-122.155502,42.8,UccscraperItem
First Congregational UCC ,200 E Leland Rd,Pittsburg,CA,94565-4947,925-757-4094,Christy Parks-Ramage ,info@uccantioch.org,http://www.uccantioch.org,Y,Y,925-757-4171,38.011598,-121.889045,35.8,UccscraperItem
Community Presbyterian Church UCC ,200 E Leland Rd ,Pittsburg ,CA,94565-4947,925-439-9361,Will McGarvey,cpcpittsburg@sbcglobal.net,http://www.cpcpittsburg.org/,N,Y,925-439-2068,38.014716,-121.895994,36,UccscraperItem
First Congregational Church,100 N Acacia Ave,Ripon,CA,95366-2401,(209)599-3361,Jim Ross,jpross2@gmail.com,http://www.facebook.com/pages/Ripon-Congregational-UCC/305261070109,N,Y,,37.74001,-121.128496,26.3,UccscraperItem
College Avenue Congregational UCC ,1341 College Ave ,Modesto ,CA,95350-5052,209-522-7244,Michael Schiefelbein ,office@cacc-ucc.org,http://www.cacc-ucc.org,Y,Y,209-522-7477,37.663051,-121.00773,29.3,UccscraperItem
First Congregational UCC ,3409 Brookside Rd.,Stockton ,CA,95219,209-951-8545,Jeff Hopson ,fccs@att.net,http://www.firstcongregationalstockton.org/,Y,Y,209-951-8545,38.011805,-121.317279,36.7,UccscraperItem
Union Congregational UCC ,1141 S Main St ,Angels Camp ,CA,95222,209-736-4171,Liz Armstrong,lstrong1@comcast.net,,Y,Y,-,38.070702,-120.540977,39.4,UccscraperItem
First Congregational Church ,1070 Reese St ,Silverton ,CO,81433,970-946-8928,,silvertonucc@aol.com,http://www.silvertonchurch.org,N,Y,,37.8284,-107.6696,29,UccscraperItem
Creede Community Church UCC,Fourth & Main Sts ,Creede ,CO,81130,719-658-2209,,creedecommunitychurch@gmail.com,http://www.creedecommunitychurch.org/,N,Y,null,37.68367,-106.921802,34.2,UccscraperItem
Community Congregational Church UCC ,710 N Third St ,Garden City ,KS,67846-5729,620-275-5623,Jeff Starkey,cc.church@odsgc.net,http://www.gccommunitychurch.com/,N,Y,620-275-7402,37.969678,-100.865577,33.2,UccscraperItem
Community UCC ,218 S Main St ,Partridge ,KS,67566-9802,(620)567-3021,R. Samuel Askew ,partridgechurch@centurylink.net,http://www.partridgechurch-ucc.org,N,Y,-,37.956852,-98.08685,38.8,UccscraperItem
Trinity United Christian Church ,416 Washington St ,Cheney ,KS,67025,316-540-0405,Robin Colerick,trinity@cheney.kscoxmail.com,http://www.tucc.net,N,N,-,37.630609,-97.777137,40.7,UccscraperItem
Fairmount United Church of Christ (Congregational),1650 Fairmount St ,Wichita ,KS,67208-1915,316-682-1597,Steve Bridwell,thesecretary@fairmountucc.kscoxmail.com,http://www.fairmount-ucc.org,N,Y,316-682-2335,37.712804,-97.29606,41.3,UccscraperItem
Pilgrim Congregational UCC ,6000 E Harry St ,Wichita ,KS,67218-3810,316-685-4451,,pastor@pilgrimuccwichita.org,http://www.pilgrimuccwichita.org,N,Y,null,37.66494,-97.26624,41.8,UccscraperItem
First United Church of Christ ,210 E Fourth St ,Newton ,KS,67114-2243,316-283-1536,,firstucc@firstucc.kscoxmail.net,http://www.firstuccnewton.org/,N,Y,-,38.047428,-97.335936,38.8,UccscraperItem
Christian Congregational UCC ,117 E Third St ,Eureka ,KS,67045-1746,620-583-6276,,ccchurch6276@att.net,,N,Y,620-583-7848,37.821124,-96.293612,24.9,UccscraperItem
Congregational Christian UCC ,108 S Broadway ,Weaubleau ,MO,65774,417-428-3441,,,null,N,Y,null,37.890466,-93.538072,37,UccscraperItem
First Congregational UCC ,180 Harwood Ave ,Lebanon ,MO,65536-3018,417-532-4225,Ellen K. Martin ,frstcong@fidnet.com,http://www.lebfirstcong.com,N,Y,(417)532-4225,37.6722,-92.655,22.4,UccscraperItem
Shannondale UCC ,HC 62 Box 340 ,Salem ,MO,65560-8811,573-858-3284,Jeffery Fulk ,shannondale@centurytel.net,null,N,Y,573-858-3263,37.64183,-91.535561,27.3,UccscraperItem
First Congregational United Church of Christ ,20 Church St ,Bonne Terre ,MO,63628-,573-358-3590,Lansford Lawrence ,,http://www.firstcongucc-bt.com,N,Y,-,37.92042,-90.5514,38,UccscraperItem
Saint Peter's UCC ,1512 Spruce St ,Murphysboro ,IL,62966-2556,618-684-3582,,,null,N,Y,null,37.76322,-89.34024,40.5,UccscraperItem
Saint John UCC ,504 Hickory St ,Evansville ,IL,62242-1952,(618)853-2344,Joy Ridge,joykessler51@frontier.com,,N,Y,,38.088335,-89.932512,40.7,UccscraperItem
Church of the Good Shepherd UCC ,515 S Orchard Dr ,Carbondale ,IL,62901-2342,618-457-2232,,cogs@goodshepherd-ucc.org,http://www.goodshepherd-ucc.org,Y,Y,,37.7255,-89.2316,21.4,UccscraperItem
Zion United Church of Christ ,930 W Cherry St ,Marion ,IL,62959-2720,618-997-5190,John D. Holst ,zion@zucc.org,http://www.zucc.org,N,Y,618-997-8925,37.72926,-88.93494,34.8,UccscraperItem
Saint John's UCC ,20 S Hickory St ,Du Quoin ,IL,62832-1508,618-542-3431,Earl P. Menchhofer ,dqsjucc@yahoo.com,,N,Y,,38.01024,-89.24274,37.9,UccscraperItem
Saint Mark's UCC ,2448 Hickory Creek Rd ,Du Bois ,IL,62831-1079,618-485-6709,Tom Ellison ,,null,N,N,null,38.019,-89.2455,38.4,UccscraperItem
Saint Paul UCC ,205 E Jackson St ,Pinckneyville ,IL,62274-1102,618-357-8075,Cynthia M. Bean ,stpaulucc@frontier.com,null,N,Y,618-357-8075,38.08086,-89.37978,40.6,UccscraperItem
Trinity UCC ,505 Mulberry St ,Mount Vernon ,IN,47620-1939,812-838-3805,Jamie Kent & David Presley,trinityucc1@sbcglobal.net,http://mytrinityucc.com/,N,Y,812-838-4940,37.93386,-87.89394,30.5,UccscraperItem
Zion United Church of Christ ,437 First St ,Henderson ,KY,42420-3262,270-826-0605,Robert Coons,zionucc@att.net,http://www.zionucchenderson.com/,Y,Y,,37.838003,-87.588604,32.4,UccscraperItem
Salem (Heusler) UCC ,11325 Lower Mount Vernon Rd ,Evansville ,IN,47712-9215,812-985-2542,Albert Schmitz ,salemheusler@gmail.com,http://www.salemuccheusler.com,N,Y,812-985-2542,37.922163,-87.705083,33.3,UccscraperItem
Immanuel UCC ,5812 Ford Rd ,Mount Vernon ,IN,47620-9054,812-985-3115,Douglas E. Turner ,info@immanueluccmv.com,http://www.immanueluccmv.com,N,Y,,37.95372,-87.75456,34.1,UccscraperItem
Saint Mark UCC ,7501 Hogue Rd ,Evansville ,IN,47712-2805,812-425-7526,Joseph William Fraccaro ,stmarkark@insightbb.com,,N,Y,,37.98006,-87.66522,37.8,UccscraperItem
Saint Paul's UCC ,2227 W Michigan St ,Evansville ,IN,47712-5209,812-425-1522,Mary E. Hurley  & William J. Wassner ,mpeterson@stpaulsucc-evv.org,http://stpaulsucc-evv.org,N,Y,812-425-2145,37.98168,-87.59784,39.9,UccscraperItem
